Nama Wisata,Escape,Relaxation,Play,Strenghthening family bonds,Prestige,Social Interaction,Romance,Educational Opportunity,Self-fulfilment,Wish-fulfiment,Lingkungan,Infrastruktur,Fasilitas,Akomodasi,Aktivitas Wisata,Makan Bersama,Berolahraga,Belajar,Berinteraksi dengan satwa,Mengambil Foto,Beribadah,Berkemah,Melihat Pemandangan,Berbelanja,Kampung Pecinaan Kapasan Dalam
Mirota Batik & Handicraft,0,0,1,1,1,1,1,1,0,0,1,1,1,0,"Mengambil Foto, Berbelanja",0,0,0,0,1,0,0,0,1,0
Mirota Batik & Handicraft,1,1,1,1,0,1,1,1,1,1,1,1,1,0,"Makan, Belajar, Mengambil Foto, Berbelanja",1,0,1,0,1,0,0,0,1,0
Mirota Batik & Handicraft,0,0,1,1,0,1,1,1,0,0,1,1,1,0,"Makan, Belajar, Berbelanja",1,0,1,0,0,0,0,0,1,0
Mirota Batik & Handicraft,0,0,1,1,0,1,1,0,0,1,1,1,1,0,"Makan, Mengambil Foto, Berbelanja",1,0,0,0,1,0,0,0,1,0
Mirota Batik & Handicraft,1,1,1,1,0,1,1,1,0,0,1,1,1,0,Berbelanja,0,0,0,0,0,0,0,0,1,0
Mirota Batik & Handicraft,0,0,1,1,0,1,1,1,0,1,1,1,1,1,"Makan, Belajar, Mengambil Foto, Berbelanja",1,0,1,0,1,0,0,0,1,0
Mirota Batik & Handicraft,1,0,1,1,1,1,1,0,1,1,1,1,1,1,"Mengambil Foto, Berbelanja",0,0,0,0,1,0,0,0,1,0
Mirota Batik & Handicraft,1,1,1,1,0,1,1,1,0,0,1,1,1,0,"Makan, Berbelanja",1,0,0,0,0,0,0,0,1,0
Mirota Batik & Handicraft,0,1,1,1,0,1,1,1,0,1,1,1,1,0,Berbelanja,0,0,0,0,0,0,0,0,1,0
Mirota Batik & Handicraft,1,1,1,1,0,1,1,1,1,0,1,1,1,0,"Mengambil Foto, Berbelanja",0,0,0,0,1,0,0,0,1,0
Mirota Batik & Handicraft,1,0,1,1,0,1,1,1,0,0,1,1,1,0,"Belajar, Berbelanja",0,0,1,0,0,0,0,0,1,0
Mirota Batik & Handicraft,1,0,1,1,0,1,1,1,0,1,1,1,1,1,"Makan, Belajar, Mengambil Foto, Berbelanja",1,0,1,0,1,0,0,0,1,0
Mirota Batik & Handicraft,1,0,1,1,0,1,1,1,0,0,1,1,1,1,"Belajar, Mengambil Foto, Berbelanja",0,0,1,0,1,0,0,0,1,0
Mirota Batik & Handicraft,1,0,1,1,0,1,0,1,0,0,1,1,1,0,"Belajar, Berbelanja",0,0,1,0,0,0,0,0,1,0
Mirota Batik & Handicraft,1,0,1,1,0,1,1,0,1,1,1,1,1,0,"Mengambil Foto, Berbelanja",0,0,0,0,1,0,0,0,1,0
Mirota Batik & Handicraft,1,1,1,1,0,1,1,1,0,0,1,1,1,0,"Mengambil Foto, Berbelanja",0,0,0,0,1,0,0,0,1,0
Mirota Batik & Handicraft,1,0,1,1,0,1,1,1,0,1,1,1,1,1,"Makan, Belajar, Mengambil Foto, Berbelanja",1,0,1,0,1,0,0,0,1,0
Mirota Batik & Handicraft,1,0,1,1,1,1,1,0,1,1,1,1,1,1,"Makan, Belajar, Mengambil Foto, Berbelanja",1,0,1,0,1,0,0,0,1,0
Mirota Batik & Handicraft,1,0,1,1,0,1,1,0,0,1,1,1,1,0,"Mengambil Foto, Berbelanja",0,0,0,0,1,0,0,0,1,0
Mirota Batik & Handicraft,1,1,1,0,1,1,1,1,0,1,1,1,1,0,"Belajar, Mengambil Foto, Berbelanja",0,0,1,0,1,0,0,0,1,0
Mirota Batik & Handicraft,1,1,1,1,1,1,1,1,0,1,1,1,1,0,"Belajar, Mengambil Foto",0,0,1,0,1,0,0,0,0,0
Mirota Batik & Handicraft,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"Belajar, Mengambil Foto, Berbelanja",0,0,1,0,1,0,0,0,1,0
Mirota Batik & Handicraft,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"Belajar, Mengambil Foto",0,0,1,0,1,0,0,0,0,0
Mirota Batik & Handicraft,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"Belajar, Mengambil Foto",0,0,1,0,1,0,0,0,0,0
Mirota Batik & Handicraft,1,1,1,0,1,1,0,1,0,1,1,1,1,0,"Belajar, Mengambil Foto, Melihat Pemandangan",0,0,1,0,1,0,0,1,0,0
Mirota Batik & Handicraft,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"Belajar, Mengambil Foto",0,0,1,0,1,0,0,0,0,0
Mirota Batik & Handicraft,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"Belajar, Mengambil Foto",0,0,1,0,1,0,0,0,0,0
Mirota Batik & Handicraft,1,1,1,1,1,1,1,1,0,1,1,1,1,0,Belajar,0,0,1,0,0,0,0,0,0,0
Mirota Batik & Handicraft,1,1,1,0,1,1,0,1,0,1,1,1,1,0,"Belajar, Mengambil Foto",0,0,1,0,1,0,0,0,0,0
Mirota Batik & Handicraft,0,1,0,1,1,1,1,0,1,1,1,1,1,1,"Makan, Mengambil Foto, Berbelanja",1,0,0,0,1,0,0,0,1,0
Masjid Nasional Al Akbar,1,1,0,0,0,1,0,1,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,1,1,0,1,1,0,0,0,1,1,1,0,"Makan, Berolahraga, Mengambil Foto, Beribadah, Berbelanja",1,1,0,0,1,1,0,0,1,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,0,0,1,1,1,0,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,1,1,0,1,1,1,1,1,1,1,1,0,"Belajar, Beribadah",0,0,1,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,1,1,1,1,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,1,1,0,1,0,1,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,0,1,1,1,1,1,1,1,0,"Belajar, Mengambil Foto, Beribadah",0,0,1,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,1,"Makan, Belajar, Mengambil Foto, Beribadah, Melihat Pemandangan",1,0,1,0,1,1,0,1,0,0
Masjid Nasional Al Akbar,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"Makan, Mengambil Foto, Beribadah",1,0,0,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,1,1,0,1,0,1,1,1,1,1,1,0,"Belajar, Mengambil Foto, Beribadah",0,0,1,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,0,"Belajar, Mengambil Foto, Beribadah, Melihat Pemandangan",0,0,1,0,1,1,0,1,0,0
Masjid Nasional Al Akbar,1,1,1,1,0,1,0,1,1,1,1,1,1,0,"Makan, Belajar, Mengambil Foto, Beribadah, Melihat Pemandangan, Berbelanja",1,0,1,0,1,1,0,1,1,0
Masjid Nasional Al Akbar,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"Makan, Belajar, Mengambil Foto, Beribadah, Melihat Pemandangan, Berbelanja",1,0,1,0,1,1,0,1,1,0
Masjid Nasional Al Akbar,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah, Melihat Pemandangan",0,0,0,0,1,1,0,1,0,0
Masjid Nasional Al Akbar,1,1,0,1,1,1,0,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,1,1,0,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah, Melihat Pemandangan",0,0,0,0,1,1,0,1,0,0
Masjid Nasional Al Akbar,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"Belajar, Mengambil Foto, Beribadah",0,0,1,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah, Melihat Pemandangan",0,0,0,0,1,1,0,1,0,0
Masjid Nasional Al Akbar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah, Melihat Pemandangan",0,0,0,0,1,1,0,1,0,0
Masjid Nasional Al Akbar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah, Melihat Pemandangan",0,0,0,0,1,1,0,1,0,0
Masjid Nasional Al Akbar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah, Melihat Pemandangan",0,0,0,0,1,1,0,1,0,0
Masjid Nasional Al Akbar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah, Melihat Pemandangan",0,0,0,0,1,1,0,1,0,0
Masjid Nasional Al Akbar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah, Melihat Pemandangan",0,0,0,0,1,1,0,1,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,0,"Belajar, Mengambil Foto, Beribadah",0,0,1,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,1,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,0,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,1,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,1,"Belajar, Mengambil Foto, Beribadah, Melihat Pemandangan",0,0,1,0,1,1,0,1,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,1,"Belajar, Beribadah",0,0,1,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,1,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,1,1,0,1,0,1,1,0,1,1,1,1,"Makan, Mengambil Foto, Beribadah",1,0,0,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Makan, Mengambil Foto, Beribadah",1,0,0,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,0,1,0,1,0,1,1,1,1,1,1,1,"Beribadah, Tempat beristirahat",0,0,0,0,0,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Makan, Mengambil Foto, Beribadah",1,0,0,0,1,1,0,0,0,0
Masjid Nasional Al Akbar,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"Makan, Beribadah, Berbelanja",1,0,0,0,0,1,0,0,1,0
Masjid Cheng Ho,1,0,1,0,1,1,0,1,0,0,1,1,0,1,"Belajar, Berinteraksi dengan satwa, Beribadah, Berkemah",0,0,1,1,0,1,1,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,0,1,1,1,1,1,"Makan, Belajar, Mengambil Foto, Beribadah",1,0,1,0,1,1,0,0,0,0
Masjid Cheng Ho,1,1,1,1,0,1,0,1,0,0,1,1,1,1,"Makan, Belajar, Mengambil Foto, Beribadah",1,0,1,0,1,1,0,0,0,0
Masjid Cheng Ho,1,1,1,1,0,1,1,1,0,1,1,1,1,1,"Makan, Belajar, Mengambil Foto, Beribadah, Melihat Pemandangan",1,0,1,0,1,1,0,1,0,0
Masjid Cheng Ho,1,1,1,1,0,1,0,1,0,0,1,1,1,1,"Makan, Belajar, Mengambil Foto, Beribadah, Melihat Pemandangan",1,0,1,0,1,1,0,1,0,0
Masjid Cheng Ho,1,1,1,1,0,1,1,1,0,1,1,1,1,1,"Makan, Belajar, Mengambil Foto, Beribadah, Melihat Pemandangan",1,0,1,0,1,1,0,1,0,0
Masjid Cheng Ho,1,1,0,1,1,1,0,1,1,1,0,1,1,1,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,0,0,1,1,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,0,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,0,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,0,1,1,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,0,0,1,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,0,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,1,1,0,1,0,1,1,0,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Makan, Belajar, Beribadah, Melihat Pemandangan",1,0,1,0,0,1,0,1,0,0
Masjid Cheng Ho,1,0,0,1,0,1,0,1,1,1,1,1,1,1,"Berolahraga, Belajar, Berinteraksi dengan satwa, Beribadah",0,1,1,1,0,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,1,0,1,1,1,1,0,1,"Makan, Berolahraga, Berinteraksi dengan satwa, Mengambil Foto",1,1,0,1,1,0,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,1,1,1,"Belajar, Berinteraksi dengan satwa, Mengambil Foto, Beribadah, Melihat Pemandangan",0,0,1,1,1,1,0,1,0,0
Masjid Cheng Ho,1,1,1,1,1,1,0,1,1,1,1,1,0,1,"Berolahraga, Belajar, Mengambil Foto",0,1,1,0,1,0,0,0,0,0
Masjid Cheng Ho,1,1,1,0,0,1,1,1,0,1,1,1,1,0,"Belajar, Mengambil Foto, Beribadah",0,0,1,0,1,1,0,0,0,0
Masjid Cheng Ho,1,0,1,1,0,1,1,1,1,0,1,1,1,1,"Berolahraga, Berinteraksi dengan satwa, Mengambil Foto, Beribadah, Melihat Pemandangan",0,1,0,1,1,1,0,1,0,0
Masjid Cheng Ho,1,1,1,0,1,1,0,1,1,1,1,0,1,1,"Makan, Belajar, Beribadah, Melihat Pemandangan",1,0,1,0,0,1,0,1,0,0
Masjid Cheng Ho,1,1,0,1,1,1,0,1,1,1,1,1,0,1,"Belajar, Berinteraksi dengan satwa, Mengambil Foto, Beribadah, Melihat Pemandangan",0,0,1,1,1,1,0,1,0,0
Masjid Cheng Ho,1,1,0,1,1,1,0,1,0,0,1,1,0,1,"Makan, Mengambil Foto, Beribadah, Melihat Pemandangan, Berbelanja",1,0,0,0,1,1,0,1,1,0
Masjid Cheng Ho,1,1,1,0,1,0,0,1,1,1,1,0,1,1,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,1,1,1,0,1,1,1,1,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,1,1,1,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,1,1,0,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,1,1,0,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,1,1,0,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,1,1,0,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,1,1,0,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Cheng Ho,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Makan, Mengambil Foto",1,0,0,0,1,0,0,0,0,0
Masjid Cheng Ho,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Makan, Belajar, Mengambil Foto, Melihat Pemandangan",1,0,1,0,1,0,0,1,0,0
Masjid Cheng Ho,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Makan, Mengambil Foto, Beribadah, Melihat Pemandangan, Berbelanja",1,0,0,0,1,1,0,1,1,0
Masjid Cheng Ho,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Cheng Ho,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Beribadah, Melihat Pemandangan, Berbelanja",0,0,0,0,0,1,0,1,1,0
Masjid Cheng Ho,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Makan, Mengambil Foto, Beribadah",1,0,0,0,1,1,0,0,0,0
Masjid Cheng Ho,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Beribadah, Melihat Pemandangan",0,0,0,0,0,1,0,1,0,0
Masjid Cheng Ho,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah, Melihat Pemandangan",0,0,0,0,1,1,0,1,0,0
Masjid Cheng Ho,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Beribadah,0,0,0,0,0,1,0,0,0,0
Masjid Cheng Ho,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Masjid Cheng Ho,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Makan, Mengambil Foto, Beribadah",1,0,0,0,1,1,0,0,0,0
Masjid Cheng Ho,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Makan, Mengambil Foto, Beribadah",1,0,0,0,1,1,0,0,0,0
Masjid Cheng Ho,1,1,0,1,0,1,0,1,1,1,1,1,1,1,"Belajar, Beribadah, Melihat Pemandangan",0,0,1,0,0,1,0,1,0,0
Makam Sunan Ampel,1,1,0,1,0,1,0,1,1,1,1,1,0,0,"Mengambil Foto, Beribadah, Melihat Pemandangan, Berbelanja",0,0,0,0,1,1,0,1,1,0
Makam Sunan Ampel,1,1,0,0,1,0,0,1,1,1,1,1,1,1,"Belajar, Mengambil Foto, Beribadah",0,0,1,0,1,1,0,0,0,0
Makam Sunan Ampel,1,1,0,1,1,1,1,1,1,1,1,0,1,0,"Belajar, Mengambil Foto",0,0,1,0,1,0,0,0,0,0
Makam Sunan Ampel,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"Mengambil Foto, Beribadah",0,0,0,0,1,1,0,0,0,0
Makam Sunan Ampel,1,1,0,1,0,0,0,1,1,1,1,1,1,1,"Belajar, Mengambil Foto, Beribadah",0,0,1,0,1,1,0,0,0,0
Makam Sunan Ampel,1,1,0,1,1,0,0,1,1,1,1,1,1,1,"Belajar, Mengambil Foto",0,0,1,0,1,0,0,0,0,0
Makam Sunan Ampel,1,0,0,0,0,1,0,1,1,0,1,1,1,0,"Beribadah, Melihat Pemandangan",0,0,0,0,0,1,0,1,0,0
Makam Sunan Ampel,0,1,0,1,0,1,0,0,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Makam Sunan Ampel,1,1,0,1,0,0,0,1,1,1,1,1,0,0,"Beribadah, Melihat Pemandangan",0,0,0,0,0,1,0,1,0,0
Makam Sunan Ampel,1,1,0,1,0,0,0,0,1,0,1,1,0,0,"Belajar, Beribadah",0,0,1,0,0,1,0,0,0,0
Makam Sunan Ampel,0,1,0,1,0,1,0,0,1,1,1,1,1,0,Beribadah,0,0,0,0,0,1,0,0,0,0
Makam Sunan Ampel,1,1,1,1,0,1,0,1,0,1,1,1,1,0,"Belajar, Beribadah",0,0,1,0,0,1,0,0,0,0
Makam Sunan Ampel,1,1,0,0,0,1,0,1,0,1,1,1,1,0,"Belajar, Beribadah",0,0,1,0,0,1,0,0,0,0
Makam Sunan Ampel,1,1,0,1,0,1,0,1,0,1,1,1,1,0,"Belajar, Beribadah",0,0,1,0,0,1,0,0,0,0
Makam Sunan Ampel,1,1,0,0,0,1,0,1,0,0,1,1,1,0,"Belajar, Beribadah",0,0,1,0,0,1,0,0,0,0
Makam Sunan Ampel,1,1,0,1,0,1,0,1,0,0,1,1,1,0,"Belajar, Mengambil Foto, Beribadah",0,0,1,0,1,1,0,0,0,0
Makam Sunan Ampel,0,1,1,1,0,0,1,1,0,0,1,1,1,1,"Makan, Mengambil Foto, Berbelanja",1,0,0,0,1,0,0,0,1,0
Makam Sunan Ampel,0,1,1,1,0,0,1,1,0,0,1,1,1,1,"Makan, Belajar, Mengambil Foto, Beribadah, Melihat Pemandangan, Berbelanja",1,0,1,0,1,1,0,1,1,0
Makam Sunan Ampel,1,1,0,0,0,1,0,1,1,1,1,1,1,0,"Makan, Belajar, Mengambil Foto, Beribadah, Melihat Pemandangan, Berbelanja",1,0,1,0,1,1,0,1,1,0
Makam Sunan Ampel,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"Belajar, Mengambil Foto, Beribadah, Berbelanja",0,0,1,0,1,1,0,0,1,0
Makam Sunan Ampel,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"Belajar, Beribadah, Melihat Pemandangan, Berbelanja",0,0,1,0,0,1,0,1,1,0
Makam Sunan Ampel,1,1,1,1,0,1,1,1,1,1,1,1,1,0,"Makan, Belajar, Mengambil Foto, Beribadah",1,0,1,0,1,1,0,0,0,0
Makam Sunan Ampel,1,1,0,1,0,1,1,0,0,1,1,1,1,1,"Makan, Belajar, Beribadah, Berbelanja",1,0,1,0,0,1,0,0,1,0
Makam Sunan Ampel,1,1,0,1,0,1,0,1,1,1,1,1,1,0,"Belajar, Mengambil Foto, Beribadah",0,0,1,0,1,1,0,0,0,0
Makam Sunan Ampel,1,1,1,1,0,1,1,1,0,1,1,1,1,1,"Makan, Belajar, Mengambil Foto, Beribadah, Berbelanja",1,0,1,0,1,1,0,0,1,0
Makam Sunan Ampel,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Makan, Belajar, Mengambil Foto, Beribadah",1,0,1,0,1,1,0,0,0,0
Makam Sunan Ampel,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"Makan, Belajar, Mengambil Foto, Beribadah, Berbelanja",1,0,1,0,1,1,0,0,1,0
Makam Sunan Ampel,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Belajar, Mengambil Foto, Beribadah, Berbelanja",0,0,1,0,1,1,0,0,1,0
Makam Sunan Ampel,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Belajar, Beribadah, Berbelanja",0,0,1,0,0,1,0,0,1,0
